log_id,timestamp,cmdb_id,log_name,value
akPPpn8BDiVcQfZwu83y,1647771101,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 176 5 5 ""-"" ""grpc-go/1.31.0"" ""cea2c297-6ff3-93b5-94e1-3b2ec9dfdbc8"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.2.71:34248 10.68.66.219:3550 172.20.2.71:42404 - default"
iJVGo38BDiVcQfZwHkfK,1647711748,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 162 5 4 ""-"" ""grpc-go/1.31.0"" ""caa9e968-01bf-960e-8cff-fdaaeb51535e"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" inbound|3550|| 127.0.0.6:40717 172.20.3.14:3550 172.20.3.12:42216 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
P8kPpX8BDiVcQfZw8G8I,1647741756,frontend-1,log_frontend-envoy_gateway,"""GET /cart HTTP/1.1"" 200 - via_upstream - ""-"" 0 15422 55 55 ""-"" ""k6/0.26.2 (https://k6.io/)"" ""78d98e33-1c35-9d61-9adb-6c5682da04ae"" ""frontend.ts:80"" ""172.20.2.68:8080"" inbound|8080|| 127.0.0.6:59481 172.20.2.68:8080 172.20.3.249:47494 - default"
bcT5pH8BDiVcQfZwc8fn,1647740279,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 779 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.20:34678 10.68.28.233:4000 172.20.3.20:59042 - -"
KzaMpn8BDiVcQfZw3k2S,1647766721,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 1 ""-"" ""grpc-go/1.31.0"" ""ac6e15f3-80a5-9dae-9368-38f499acbeb5"" ""currencyservice:7000"" ""172.20.3.13:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.2.71:41838 10.68.67.65:7000 172.20.2.71:53572 - default"
mqgApH8BDiVcQfZwQq9G,1647723946,frontend-1,log_frontend-envoy_gateway,"""POST /cart HTTP/1.1"" 302 - via_upstream - ""-"" 32 0 11 11 ""-"" ""k6/0.26.2 (https://k6.io/)"" ""30467488-6bc0-975d-8295-fd8d47b9a79e"" ""frontend.ts:80"" ""172.20.2.68:8080"" inbound|8080|| 127.0.0.6:50055 172.20.2.68:8080 172.20.3.249:47682 - default"
UQTapX8BDiVcQfZwTLcx,1647755013,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 2 1 ""-"" ""grpc-go/1.31.0"" ""8122d07f-fef3-964b-b4de-724cd9d007b1"" ""currencyservice:7000"" ""172.20.3.13:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.3.12:35924 10.68.67.65:7000 172.20.3.12:34532 - default"
yC5jpn8BDiVcQfZw8Pas,1647764040,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 777 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.20:59666 10.68.28.233:4000 172.20.3.20:55798 - -"
h1D4pn8BDiVcQfZwgjRj,1647773775,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 1 0 ""-"" ""grpc-go/1.31.0"" ""10f1a766-2bbe-9cf4-ab3e-60b5b809198d"" ""currencyservice:7000"" ""172.20.3.21:7000"" inbound|7000|| 127.0.0.6:59555 172.20.3.21:7000 172.20.2.68:43614 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
SJEjo38BDiVcQfZwmEO4,1647709488,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 142 6 5 ""-"" ""grpc-go/1.31.0"" ""0eb4c138-f914-98c2-98b9-18282dd054e8"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" inbound|3550|| 127.0.0.6:40717 172.20.3.14:3550 172.20.2.71:34248 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
1M0ipX8BDiVcQfZwAo5M,1647742935,cartservice-1,log_cartservice-envoy_gateway,"""POST /hipstershop.CartService/GetCart HTTP/2"" 200 - via_upstream - ""-"" 43 5 1 1 ""-"" ""grpc-go/1.31.0"" ""898e8c8a-9613-9e13-91ea-6c10297f48de"" ""cartservice:7070"" ""172.20.3.32:7070"" inbound|7070|| 127.0.0.6:55673 172.20.3.32:7070 172.20.2.71:34532 outbound_.7070_._.cartservice.ts.svc.cluster.local default"
buJopX8BDiVcQfZwreDq,1647747565,recommendationservice-1,log_recommendationservice-envoy_gateway,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/2"" 200 - via_upstream - ""-"" 67 65 3 3 ""-"" ""grpc-go/1.31.0"" ""2ae25992-914f-9800-80ce-90129abcbc09"" ""recommendationservice:8080"" ""172.20.3.38:8080"" inbound|8080|| 127.0.0.6:48063 172.20.3.38:8080 172.20.2.71:48538 outbound_.8080_._.recommendationservice.ts.svc.cluster.local default"
ftQ4pX8BDiVcQfZwg953,1647744415,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.CartService/GetCart HTTP/2"" 200 - via_upstream - ""-"" 43 59 2 2 ""-"" ""grpc-go/1.31.0"" ""857662e4-c8ce-9f9a-a2ce-8c24241be335"" ""cartservice:7070"" ""172.20.3.25:7070"" outbound|7070||cartservice.ts.svc.cluster.local 172.20.3.12:36482 10.68.128.229:7070 172.20.3.12:49002 - default"
Cqj5o38BDiVcQfZwLAS8,1647723483,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 0 ""-"" ""grpc-go/1.31.0"" ""70863d8b-7181-904e-b498-c6f607c3b797"" ""currencyservice:7000"" ""172.20.3.21:7000"" inbound|7000|| 127.0.0.6:59555 172.20.3.21:7000 172.20.2.68:43614 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
E4zyon8BDiVcQfZwbH3S,1647706263,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.ShippingService/GetQuote HTTP/2"" 200 - via_upstream - ""-"" 37 14 1 1 ""-"" ""grpc-go/1.31.0"" ""88a57d7e-c89e-96cc-bbdd-640b802770b3"" ""shippingservice:50051"" ""172.20.3.34:50051"" outbound|50051||shippingservice.ts.svc.cluster.local 172.20.3.12:37888 10.68.173.88:50051 172.20.3.12:45100 - default"
kGNjp38BDiVcQfZwiDDo,1647780788,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 169 5 4 ""-"" ""grpc-go/1.31.0"" ""5b528f6a-d72a-9254-8662-b1e42356cf9e"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" inbound|3550|| 127.0.0.6:42783 172.20.3.24:3550 172.20.2.71:60496 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
g95VpX8BDiVcQfZw5Q_G,1647746337,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 147 5 5 ""-"" ""grpc-go/1.31.0"" ""2d087657-f083-9ebc-abef-116c14abe506"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" inbound|3550|| 127.0.0.6:42783 172.20.3.24:3550 172.20.2.68:37650 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
IckPpX8BDiVcQfZwYEXI,1647741714,shippingservice-2,log_shippingservice-envoy_gateway,"""POST /hipstershop.ShippingService/GetQuote HTTP/2"" 200 - via_upstream - ""-"" 37 15 0 0 ""-"" ""grpc-go/1.31.0"" ""e9a3df7a-e3f6-9eed-8539-b075958bc614"" ""shippingservice:50051"" ""172.20.2.69:50051"" inbound|50051|| 127.0.0.6:54371 172.20.2.69:50051 172.20.2.71:46090 outbound_.50051_._.shippingservice.ts.svc.cluster.local default"
k7BHpH8BDiVcQfZwIJOz,1647728591,currencyservice-2,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 26 19 0 0 ""-"" ""grpc-go/1.31.0"" ""ccc9c7a2-3ffc-937d-9271-f32cbb7e4c04"" ""currencyservice:7000"" ""172.20.3.23:7000"" inbound|7000|| 127.0.0.6:37585 172.20.3.23:7000 172.20.2.71:45912 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
uTmlpn8BDiVcQfZwE34E,1647768301,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 157 5 5 ""-"" ""grpc-go/1.31.0"" ""773d29d8-8538-997e-b673-4c10a6e137e9"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.2.71:60496 10.68.66.219:3550 172.20.2.71:42404 - default"
eTmopn8BDiVcQfZwavf4,1647768520,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 169 5 4 ""-"" ""grpc-go/1.31.0"" ""cd42b0a9-68c8-97bb-996a-e98116ccd8f7"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" inbound|3550|| 127.0.0.6:40717 172.20.3.14:3550 172.20.2.71:34248 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
cSlUpn8BDiVcQfZw6g79,1647763056,recommendationservice-1,log_recommendationservice-envoy_gateway,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/2"" 200 - via_upstream - ""-"" 43 65 3 3 ""-"" ""grpc-go/1.31.0"" ""336e4fa3-8286-9502-8e2a-4c965d91f4f7"" ""recommendationservice:8080"" ""172.20.3.38:8080"" inbound|8080|| 127.0.0.6:48063 172.20.3.38:8080 172.20.2.71:48538 outbound_.8080_._.recommendationservice.ts.svc.cluster.local default"
c7Z9pH8BDiVcQfZwDJBe,1647732126,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.CartService/GetCart HTTP/2"" 200 - via_upstream - ""-"" 43 5 2 1 ""-"" ""grpc-go/1.31.0"" ""9e66872f-9ade-9722-afd5-4724993d74b0"" ""cartservice:7070"" ""172.20.3.32:7070"" outbound|7070||cartservice.ts.svc.cluster.local 172.20.2.68:40878 10.68.128.229:7070 172.20.2.68:33498 - default"
K8oWpX8BDiVcQfZwZf1G,1647742162,currencyservice-2,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 19 19 0 0 ""-"" ""grpc-go/1.31.0"" ""0e914f11-886c-92c4-afb1-d6987f0aa14c"" ""currencyservice:7000"" ""172.20.3.23:7000"" inbound|7000|| 127.0.0.6:37585 172.20.3.23:7000 172.20.2.68:43318 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
GR81pn8BDiVcQfZw5wNW,1647761022,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/2"" 200 - via_upstream - ""-"" 55 65 4 4 ""-"" ""grpc-go/1.31.0"" ""14ecf451-5762-921d-a719-bc6df3870d98"" ""recommendationservice:8080"" ""172.20.3.15:8080"" outbound|8080||recommendationservice.ts.svc.cluster.local 172.20.3.12:41784 10.68.90.86:8080 172.20.3.12:47746 - default"
01syp38BDiVcQfZwqzPv,1647777586,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 176 6 6 ""-"" ""grpc-go/1.31.0"" ""d0933113-a035-9786-9dd6-01fa20996276"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.2.68:37650 10.68.66.219:3550 172.20.2.68:51408 - default"
-dtOpX8BDiVcQfZw6mOL,1647745877,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 768 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.24:45132 10.68.28.233:4000 172.20.3.24:33022 - -"
uAXbpX8BDiVcQfZwkAg2,1647755099,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""POST /api/traces HTTP/1.1"" 202 - via_upstream - ""-"" 9396 0 0 0 ""-"" ""Go-http-client/1.1"" ""eceedc82-2187-9d1c-95a9-18729a8f3b6b"" ""jaeger-collector:14268"" ""172.20.4.66:14268"" outbound|14268||jaeger-collector.ts.svc.cluster.local 172.20.3.20:47394 10.68.163.189:14268 172.20.3.20:33558 - default"
BMsZpX8BDiVcQfZw6cub,1647742409,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 768 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.20:39596 10.68.28.233:4000 172.20.3.20:35728 - -"
dsX6pH8BDiVcQfZwoAbk,1647740356,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 176 5 5 ""-"" ""grpc-go/1.31.0"" ""2129a152-3c12-9f12-9033-8e206de35966"" ""productcatalogservice:3550"" ""172.20.3.20:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.2.68:52046 10.68.66.219:3550 172.20.2.68:51408 - default"
ecYCpX8BDiVcQfZwVkce,1647740859,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 157 5 4 ""-"" ""grpc-go/1.31.0"" ""3579dc51-bd38-9a5b-bc74-57c5d9110656"" ""productcatalogservice:3550"" ""172.20.3.20:3550"" inbound|3550|| 127.0.0.6:41161 172.20.3.20:3550 172.20.2.71:43346 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
Rx41pn8BDiVcQfZw1f0c,1647761016,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/2"" 200 - via_upstream - ""-"" 67 65 4 4 ""-"" ""grpc-go/1.31.0"" ""646150bc-282a-93d1-ab53-36f4e0e78def"" ""recommendationservice:8080"" ""172.20.3.39:8080"" outbound|8080||recommendationservice.ts.svc.cluster.local 172.20.2.71:41208 10.68.90.86:8080 172.20.2.71:59110 - default"
KxMKpn8BDiVcQfZwgyVC,1647758179,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 762 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.14:42428 10.68.28.233:4000 172.20.3.14:39668 - -"
RTBqpn8BDiVcQfZwedQq,1647764468,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /api/traces HTTP/1.1"" 202 - via_upstream - ""-"" 9388 0 0 0 ""-"" ""Go-http-client/1.1"" ""2bdadcc0-d4ec-9309-b50b-3e5e4f344e15"" ""jaeger-collector:14268"" ""172.20.4.66:14268"" outbound|14268||jaeger-collector.ts.svc.cluster.local 172.20.3.24:48426 10.68.163.189:14268 172.20.3.24:57638 - default"
WFw_p38BDiVcQfZwA9o7,1647778396,recommendationservice-1,log_recommendationservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/ListProducts HTTP/2"" 200 - via_upstream - ""-"" 5 1396 1 1 ""-"" ""grpc-python/1.30.0 grpc-c/10.0.0 (manylinux; chttp2)"" ""06aa450e-9358-9348-8de9-62955858be99"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.3.38:35130 10.68.66.219:3550 172.20.3.38:59296 - default"
5tdBpX8BDiVcQfZwMEaP,1647744980,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 169 5 5 ""-"" ""grpc-go/1.31.0"" ""5e2e7e9d-186c-92ae-89ea-b4674a95d8fe"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" inbound|3550|| 127.0.0.6:40717 172.20.3.14:3550 172.20.3.12:42216 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
V5t8o38BDiVcQfZwFmOv,1647715288,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /api/traces HTTP/1.1"" 202 - via_upstream - ""-"" 3908 0 0 0 ""-"" ""Go-http-client/1.1"" ""f10290f0-4a8e-9a15-a87d-05fd333f4a34"" ""jaeger-collector:14268"" ""172.20.4.66:14268"" outbound|14268||jaeger-collector.ts.svc.cluster.local 172.20.3.14:42746 10.68.163.189:14268 172.20.3.14:50854 - default"
ePm2pX8BDiVcQfZw_Y6P,1647752699,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 777 5 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.14:35184 10.68.28.233:4000 172.20.3.14:60656 - -"
0QXepX8BDiVcQfZw1NvE,1647755309,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 176 5 5 ""-"" ""grpc-go/1.31.0"" ""f7dca19a-a25c-91c1-ae76-167a932a109b"" ""productcatalogservice:3550"" ""172.20.3.20:3550"" inbound|3550|| 127.0.0.6:41161 172.20.3.20:3550 172.20.3.12:44030 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
OTN4pn8BDiVcQfZwx7xA,1647765400,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 777 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.14:55600 10.68.28.233:4000 172.20.3.14:52840 - -"
bOuDpX8BDiVcQfZwxhjR,1647749347,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 128 5 4 ""-"" ""grpc-go/1.31.0"" ""8abe59eb-ace8-9042-ba58-580222926293"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" inbound|3550|| 127.0.0.6:42783 172.20.3.24:3550 172.20.3.12:40368 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
xzBopn8BDiVcQfZwTkIp,1647764325,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 0 ""-"" ""grpc-go/1.31.0"" ""bde4a8aa-8bd8-97c9-84fc-f5860447bb6d"" ""currencyservice:7000"" ""172.20.3.21:7000"" inbound|7000|| 127.0.0.6:59555 172.20.3.21:7000 172.20.3.12:50008 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
4nHrp38BDiVcQfZwa7Qn,1647789694,currencyservice-2,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 0 ""-"" ""grpc-go/1.31.0"" ""12785501-fa1c-92e1-b8ba-f2de9b8354ab"" ""currencyservice:7000"" ""172.20.3.23:7000"" inbound|7000|| 127.0.0.6:37585 172.20.3.23:7000 172.20.2.71:45912 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
iBQNpn8BDiVcQfZwqRRB,1647758385,cartservice-1,log_cartservice-envoy_gateway,"""POST /hipstershop.CartService/GetCart HTTP/2"" 200 - via_upstream - ""-"" 43 5 1 1 ""-"" ""grpc-go/1.31.0"" ""c2de807f-852c-98c9-af1d-bc0a1725f7db"" ""cartservice:7070"" ""172.20.3.32:7070"" inbound|7070|| 127.0.0.6:41497 172.20.3.32:7070 172.20.2.71:56962 outbound_.7070_._.cartservice.ts.svc.cluster.local default"
uTWIpn8BDiVcQfZwxcMk,1647766450,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 171 5 5 ""-"" ""grpc-go/1.31.0"" ""f22932b6-889e-943a-9175-77acb5c9d614"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" inbound|3550|| 127.0.0.6:40717 172.20.3.14:3550 172.20.3.12:42216 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
77mcpH8BDiVcQfZws6fN,1647734199,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 748 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.14:45826 10.68.28.233:4000 172.20.3.14:43066 - -"
XO-VpX8BDiVcQfZwqI0Z,1647750516,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 176 6 6 ""-"" ""grpc-go/1.31.0"" ""5f345bae-d95d-97ea-b8bb-00e4c8612885"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.2.68:37650 10.68.66.219:3550 172.20.2.68:51408 - default"
jIz3on8BDiVcQfZwPvRl,1647706578,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 169 5 4 ""-"" ""grpc-go/1.31.0"" ""bbc43df5-6422-9bd3-b466-fd8ad2539d9e"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" inbound|3550|| 127.0.0.6:40717 172.20.3.14:3550 172.20.3.12:42216 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
