log_id,timestamp,cmdb_id,log_name,value
x7W3o38BXUazOxyeIks7,1647719161,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
f932pX8BXUazOxyeQx7h,1647756852,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
kb-epH8BXUazOxyeSWdD,1647734308,frontend-2,log_frontend-service_application,"severity: info, message: home"
AfRgpn8BXUazOxye33L7,1647763839,frontend-2,log_frontend-service_application,"severity: debug, message: serving product page"
vdKfpX8BXUazOxyeHhRq,1647751140,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
DuMNpn8BXUazOxyeMWcp,1647758352,paymentservice-0,log_paymentservice-service_application,"severity: info, message: Transaction processed: visa ending 0454     Amount: EUR26.103494029"
kO84pn8BXUazOxyeEjoN,1647761164,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
Qcc2pX8BXUazOxyeTfuP,1647744271,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
bAPApn8BXUazOxyeLEHS,1647770084,cartservice-1,log_cartservice-service_application,     Request finished in 0.6389ms 200 application/grpc
8b-gpH8BXUazOxyeJI53,1647734430,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
WeEHpn8BXUazOxyeStgy,1647757968,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
IRtUp38BXUazOxyeT0fq,1647779792,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
8L6UpH8BXUazOxyekcQp,1647733670,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
68PspH8BXUazOxye1C7g,1647739455,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
GPuZpn8BXUazOxye0KTy,1647767570,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
CwTJpn8BXUazOxye0nFx,1647770716,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
6x1kp38BXUazOxyeRTzy,1647780839,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['1YMWWN1N4O', 'LS4PSXUNUM', '0PUK6V6EV0', '9SIQT8TOJO', '6E92ZMYYFZ']"
rLsYpH8BXUazOxye3Feb,1647725565,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
7K87o38BXUazOxyewvrH,1647711074,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
ohQ1p38BXUazOxyeJL82,1647777750,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
6M57pX8BXUazOxye71Dg,1647748836,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/AddItem'
ctKmpX8BXUazOxyeiuMI,1647751626,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
gbw_pH8BXUazOxye12v8,1647728119,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['OLJCESPC7Z', '6E92ZMYYFZ', '66VCHSJNUP', '2ZYFJ3GM2N', 'LS4PSXUNUM']"
pfqSpn8BXUazOxye3Zqx,1647767115,frontend-2,log_frontend-service_application,"severity: debug, message: serving product page"
_e0xpn8BXUazOxyeW19-,1647760724,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
Rq3oon8BXUazOxyeTg55,1647705603,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
OL1zpH8BXUazOxyev90t,1647731520,cartservice-0,log_cartservice-service_application,     Request finished in 0.6133ms 200 application/grpc
59GYpX8BXUazOxyeQ1lF,1647750693,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
m9KipX8BXUazOxyeyntk,1647751380,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
H-ggpn8BXUazOxyelL7q,1647759625,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
YK4Yo38BXUazOxye5Goa,1647708790,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
_cUVpX8BXUazOxyefGlw,1647742120,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
3CTfp38BXUazOxyeQ7Wx,1647788899,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
_N_-pX8BXUazOxye-I2e,1647757423,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
IbxHpH8BXUazOxyeNqGn,1647728599,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
QOABpn8BXUazOxyeZDpf,1647757581,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
qcg4pX8BXUazOxyeWijL,1647744406,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
7vyepn8BXUazOxyedRa_,1647767875,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
uA8Mp38BXUazOxye64OU,1647775114,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
8813pX8BXUazOxye9-Wq,1647748575,frontend-0,log_frontend-service_application,"severity: info, message: home"
atnopX8BXUazOxyevHVz,1647755966,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=1bef9e2b-488d-415f-b066-42d27d551b9b
d7OFo38BXUazOxyeMuWm,1647715884,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
3cUXpX8BXUazOxye4Zbo,1647742278,cartservice-1,log_cartservice-service_application,     Request finished in 0.7575ms 200 application/grpc
adS4pX8BXUazOxyeIrma,1647752780,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
9NbUpX8BXUazOxyexeMZ,1647754657,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
htrtpX8BXUazOxye8eTP,1647756306,frontend-1,log_frontend-service_application,"severity: info, message: order placed"
x_FLpn8BXUazOxyeRsTP,1647762424,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
j-MNpn8BXUazOxye35fH,1647758398,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
4vNWpn8BXUazOxyeuzGV,1647763175,recommendationservice-1,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['2ZYFJ3GM2N', '0PUK6V6EV0', 'OLJCESPC7Z', 'LS4PSXUNUM', '6E92ZMYYFZ']"
avd-pn8BXUazOxyeDyN0,1647765751,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
qb-apH8BXUazOxye5h5v,1647734087,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
cuwtpn8BXUazOxyey2XY,1647760490,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
J9bTpX8BXUazOxyePLX6,1647754555,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
sLBIo38BXUazOxyeSfuO,1647711895,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/EmptyCart'
yeompn8BXUazOxyeVFf4,1647760002,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
X8-GpX8BXUazOxyeO274,1647749509,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
P_-xpn8BXUazOxyeLwSs,1647769103,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
EPykpn8BXUazOxyeuNAD,1647768285,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
_xQwp38BXUazOxyeo1ZI,1647777453,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=2e977612-2de3-47cc-bf78-f5f05c95d35e
Md_-pX8BXUazOxyeXGWh,1647757381,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
2MYgpX8BXUazOxyewDwj,1647742851,checkoutservice-0,log_checkoutservice-service_application,"severity: info, message: [PlaceOrder] user_id=""15c48c70-fd19-4a0d-a7d7-ea0a17261e9e"" user_currency=""USD"""
_fZwpn8BXUazOxye-mvR,1647764895,cartservice-1,log_cartservice-service_application,     Request finished in 0.6429ms 200 application/grpc
cBlHp38BXUazOxyeAgYZ,1647778922,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
w_2qpn8BXUazOxyeNtl2,1647768645,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
3Ajopn8BXUazOxye3mC8,1647772752,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
XMYgpX8BXUazOxyeYzWD,1647742834,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
OxhDp38BXUazOxyeuCYL,1647778705,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=142c4331-46a9-4bfa-9d0e-d1427deb063d
qiB9p38BXUazOxyeboc0,1647782488,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
luEHpn8BXUazOxyeou-W,1647757990,frontend-1,log_frontend-service_application,"severity: debug, message: setting currency"
Ps-GpX8BXUazOxye_IP1,1647749559,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
y8xtpX8BXUazOxyez9eQ,1647747909,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
RcQMpX8BXUazOxyeBsg0,1647741501,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
mQPDpn8BXUazOxyeEc-h,1647770275,frontend-1,log_frontend-service_application,"severity: debug, message: serving product page"
rPuXpn8BXUazOxyeeDpB,1647767418,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
k-AApn8BXUazOxye9ByF,1647757552,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
JK0Jo38BXUazOxyeDPmz,1647707750,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
fOccpn8BXUazOxyeM4lo,1647759338,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
zsg8pX8BXUazOxyefIaF,1647744676,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=919c14f9-f80d-4414-8147-d32514a6f145
zbN2o38BXUazOxye1nyX,1647714946,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
Ucc1pX8BXUazOxyeTeZF,1647744206,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
ByB-p38BXUazOxyelrJ7,1647782562,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
5cLSpH8BXUazOxyepT3m,1647737741,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
OdCOpX8BXUazOxyexVua,1647750069,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
JM57pX8BXUazOxyehkUL,1647748807,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
yOcdpn8BXUazOxyeV9hP,1647759413,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
GdS0pX8BXUazOxyet2Au,1647752555,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
XxlKp38BXUazOxyec-MS,1647779145,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
xL6YpH8BXUazOxyePulC,1647733912,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
8OEGpn8BXUazOxyemqdR,1647757923,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
VdfbpX8BXUazOxyefbFS,1647755096,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=312f71fe-3e49-4651-b559-d8a32ef69fe2
IwbWpn8BXUazOxye-mjg,1647771580,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/AddItem'
uSOcp38BXUazOxyepopi,1647784532,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
Fuccpn8BXUazOxyem6a_,1647759365,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
OfeApn8BXUazOxyeYVyp,1647765905,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
48tepX8BXUazOxyesEun,1647746919,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
Et33pX8BXUazOxye4ZHx,1647756958,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
XdW7pX8BXUazOxyeHQVS,1647752975,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
4QwBp38BXUazOxyeLFZh,1647774344,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
ufA_pn8BXUazOxyecV91,1647761647,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
q9bUpX8BXUazOxyekt2p,1647754644,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
YviHpn8BXUazOxyeUwyF,1647766359,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
Pa4lo38BXUazOxyeIcJ7,1647709590,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
3clSpX8BXUazOxye-_5X,1647746151,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
LRIip38BXUazOxyePt2I,1647776510,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
Lf6vpn8BXUazOxyeX6xK,1647768982,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
FQv_pn8BXUazOxyeC7qU,1647774204,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
V8PopH8BXUazOxyeXANv,1647739163,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
wctcpX8BXUazOxye3xyN,1647746799,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
mM56pX8BXUazOxyePCGU,1647748724,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
vfeApn8BXUazOxyeomNU,1647765920,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
GPFJpn8BXUazOxyeSoo1,1647762294,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
BtGXpX8BXUazOxyeGzs-,1647750615,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
lLxKpH8BXUazOxyecLeh,1647728813,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
xuQQpn8BXUazOxyeEzGL,1647758543,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
fvVmpn8BXUazOxyeYh9Z,1647764200,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
TdzypX8BXUazOxyekSSQ,1647756610,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
NvFMpn8BXUazOxyez_W2,1647762524,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
aPeDpn8BXUazOxyesbFn,1647766120,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=feaddde4-71eb-4475-b194-1dc837a0a631
QdjkpX8BXUazOxyeosco,1647755697,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
-Ajvpn8BXUazOxyeDZIE,1647773156,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
XPiKpn8BXUazOxyed3l4,1647766566,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
9BEbp38BXUazOxyei6fz,1647776073,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
-eIJpn8BXUazOxyeH1Ew,1647758088,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=e6e7b785-9f54-4347-b58c-f816e25db043
ArscpH8BXUazOxye-nNc,1647725835,cartservice-0,log_cartservice-service_application,"ddItemAsync called with userId=0e49be72-8caa-43a6-9115-16e3bb71ddbf, productId=1YMWWN1N4O, quantity=5"
DstgpX8BXUazOxyeUner,1647747026,cartservice-1,log_cartservice-service_application,     Request finished in 0.7219ms 200 application/grpc
a7fOo38BXUazOxyeVim9,1647720680,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
fLxLpH8BXUazOxye8MIm,1647728911,shippingservice-2,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
b8UTpX8BXUazOxyehEdg,1647741991,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
Iekkpn8BXUazOxyem-Fh,1647759889,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
utOrpX8BXUazOxyeO2b9,1647751934,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
j8lHpX8BXUazOxyeDXbr,1647745369,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=955eba4c-a7ad-4a5c-9aa5-01e9dd4accb2
oOEGpn8BXUazOxyemqc4,1647757922,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
H-IKpn8BXUazOxyeeaty,1647758176,frontend-1,log_frontend-service_application,"severity: debug, message: setting currency"
tMcxpX8BXUazOxyeEozi,1647743928,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
bPiKpn8BXUazOxyec3h-,1647766565,frontend-1,log_frontend-service_application,"severity: debug, message: serving product page"
hdz1pX8BXUazOxyeSNur,1647756788,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
1_Rhpn8BXUazOxyeAnWl,1647763847,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=c20d9c5c-27b4-43f3-9bc4-405b29b2984f
LhQxp38BXUazOxyeoWpC,1647777519,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
Cb1rpH8BXUazOxyenaQk,1647730988,recommendationservice-1,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['LS4PSXUNUM', 'OLJCESPC7Z', '0PUK6V6EV0', '9SIQT8TOJO', '66VCHSJNUP']"
6gXPpn8BXUazOxyes7AM,1647771102,cartservice-1,log_cartservice-service_application,     Request finished in 0.6593ms 200 application/grpc
ThEXp38BXUazOxyeliTp,1647775812,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
qhEYp38BXUazOxyeKzBj,1647775851,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
BOwupn8BXUazOxyeVIzN,1647760527,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
i_FHpn8BXUazOxyeaVCP,1647762171,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
SNXDpX8BXUazOxyeRUZ7,1647753509,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
1cG5pH8BXUazOxyef1_r,1647736091,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
59COpX8BXUazOxyeLUpo,1647750030,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
FhtWp38BXUazOxye98Q2,1647779960,checkoutservice-2,log_checkoutservice-service_application,"severity: info, message: payment went through (transaction_id: d4230d92-3832-4a60-b284-a8a9421a208e)"
Iv-ypn8BXUazOxyeJUm2,1647769166,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
Ca0Do38BXUazOxyetNNI,1647707400,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
S_qTpn8BXUazOxye6LSm,1647767184,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
1_Zxpn8BXUazOxyeZHl8,1647764922,cartservice-2,log_cartservice-service_application,"ddItemAsync called with userId=5410f5d1-3b01-49f7-bdf5-043c2f5b6711, productId=66VCHSJNUP, quantity=10"
tM-HpX8BXUazOxye5ptU,1647749618,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
rMYopX8BXUazOxyePtS8,1647743350,frontend-1,log_frontend-service_application,"severity: debug, message: serving product page"
FQbcpn8BXUazOxyeBOcu,1647771908,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
8_Zupn8BXUazOxyeoCKk,1647764740,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
JAjrpn8BXUazOxyeiX5i,1647772920,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
17sopH8BXUazOxyeRcGC,1647726575,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['L9ECAV7KIM', '66VCHSJNUP', '2ZYFJ3GM2N', 'LS4PSXUNUM', '9SIQT8TOJO']"
CbNpo38BXUazOxyergP2,1647714085,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
-_qSpn8BXUazOxye_p1G,1647767123,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
1cxqpX8BXUazOxyedX-H,1647747689,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
m7OHo38BXUazOxyeH_NF,1647716014,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
TcQIpX8BXUazOxyempCS,1647741276,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
tdOopX8BXUazOxye2iSp,1647751779,cartservice-2,log_cartservice-service_application,     Request finished in 0.765ms 200 application/grpc
8dOspX8BXUazOxyejIjA,1647752021,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
pgTFpn8BXUazOxyenwv0,1647770441,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
qgr8pn8BXUazOxyeLees,1647774016,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
VBhFp38BXUazOxyeLonw,1647778800,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
vLjeo38BXUazOxyeg3NM,1647721740,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
