log_id,timestamp,cmdb_id,log_name,value
eIOHpX8B2wYFm91x_kNP,1647749618,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 147 4 4 ""-"" ""grpc-go/1.31.0"" ""997e5cf1-c4f9-939f-9479-6558785c5b35"" ""productcatalogservice:3550"" ""172.20.10.147:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.10.183:50896 10.68.60.8:3550 172.20.10.183:44886 - default"
ssW7pn8B2wYFm91xF_18,1647769749,adservice-0,log_adservice-envoy_gateway,"""POST /api/v2/spans HTTP/1.1"" 202 - via_upstream - ""-"" 308 0 0 0 ""-"" ""okhttp/3.14.7"" ""0593413c-560b-94f0-98c0-f9b653a9381e"" ""jaeger-collector:9411"" ""172.20.100.182:9411"" outbound|9411||jaeger-collector.ts.svc.cluster.local 172.20.10.180:44014 10.68.141.49:9411 172.20.10.180:40218 - default"
c391pX8B2wYFm91xg_0Q,1647748409,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 0 ""-"" ""grpc-go/1.31.0"" ""efdbc9d9-1494-9d03-b830-ec584235b635"" ""currencyservice:7000"" ""172.20.10.148:7000"" inbound|7000|| 127.0.0.6:60169 172.20.10.148:7000 172.20.10.138:37916 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
fZ8npn8B2wYFm91xfat0,1647760073,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 169 4 4 ""-"" ""grpc-go/1.31.0"" ""c33e816c-f4b4-94f7-a6e2-259b44339d7c"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.100.151:33732 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
alevo38B2wYFm91xQKWK,1647718639,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 158 4 3 ""-"" ""grpc-go/1.31.0"" ""5948434c-d4c0-9e2b-844c-01eb7c22d7b2"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.10.138:41906 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
z9D-pn8B2wYFm91xuSdO,1647774178,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 162 4 3 ""-"" ""grpc-go/1.31.0"" ""cb03f6bb-8d49-96b2-a02e-c11079f67416"" ""productcatalogservice:3550"" ""172.20.10.189:3550"" inbound|3550|| 127.0.0.6:58331 172.20.10.189:3550 172.20.10.138:47238 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
ppsTpn8B2wYFm91xpbip,1647758770,adservice-2,log_adservice-envoy_gateway,"""POST /api/v2/spans HTTP/1.1"" 202 - via_upstream - ""-"" 309 0 0 0 ""-"" ""okhttp/3.14.7"" ""d47fcf28-67eb-925e-a434-d9c69a9f0665"" ""jaeger-collector:9411"" ""172.20.100.182:9411"" outbound|9411||jaeger-collector.ts.svc.cluster.local 172.20.100.150:49358 10.68.141.49:9411 172.20.100.150:44474 - default"
jo_TpX8B2wYFm91xvzPt,1647754590,adservice-2,log_adservice-envoy_gateway,"""POST /api/v2/spans HTTP/1.1"" 202 - via_upstream - ""-"" 308 0 0 0 ""-"" ""okhttp/3.14.7"" ""2c6f7215-abb8-9f47-91b5-1a6c4d9e7e3c"" ""jaeger-collector:9411"" ""172.20.100.182:9411"" outbound|9411||jaeger-collector.ts.svc.cluster.local 172.20.100.150:49358 10.68.141.49:9411 172.20.100.150:44474 - default"
XcW3pn8B2wYFm91xsG4M,1647769526,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 1 ""-"" ""grpc-go/1.31.0"" ""e48f764d-c291-9d37-8287-0356d6b72696"" ""currencyservice:7000"" ""172.20.10.164:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.10.138:54852 10.68.122.6:7000 172.20.10.138:45684 - default"
3HE5pX8B2wYFm91x0k9E,1647744500,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 162 4 4 ""-"" ""grpc-go/1.31.0"" ""9cfd9b83-6353-9372-956d-2bc0af2378bb"" ""productcatalogservice:3550"" ""172.20.10.147:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.100.151:33628 10.68.60.8:3550 172.20.100.151:59906 - default"
fpTvpX8B2wYFm91xKp8a,1647756388,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ShippingService/GetQuote HTTP/2"" 200 - via_upstream - ""-"" 21 14 1 1 ""-"" ""grpc-go/1.31.0"" ""885f426a-fa35-9bf1-9a09-47658dfc38f2"" ""shippingservice:50051"" ""172.20.100.191:50051"" outbound|50051||shippingservice.ts.svc.cluster.local 172.20.10.183:58168 10.68.48.147:50051 172.20.10.183:33244 - default"
fGn_pH8B2wYFm91xY3Ow,1647740671,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 768 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.100.187:33878 10.68.231.153:4000 172.20.100.187:45756 - -"
c6Q9pn8B2wYFm91xkJJw,1647761519,adservice-0,log_adservice-envoy_gateway,"""POST /hipstershop.AdService/GetAds HTTP/2"" 200 - via_upstream - ""-"" 16 159 2 2 ""-"" ""grpc-go/1.31.0"" ""7cb2375e-1e43-9ec6-b81a-1ad380469563"" ""adservice:9555"" ""172.20.10.180:9555"" inbound|9555|| 127.0.0.6:60677 172.20.10.180:9555 172.20.100.151:58936 outbound_.9555_._.adservice.ts.svc.cluster.local default"
UIu4pX8B2wYFm91xqOCe,1647752813,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 171 6 6 ""-"" ""grpc-go/1.31.0"" ""ef5e73e3-38ec-9ce7-a4ba-129c91d28e07"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.100.151:33732 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
YFSTo38B2wYFm91xjNNa,1647716828,currencyservice-0,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 0 0 ""-"" ""grpc-go/1.31.0"" ""4fc2e3bb-a8d1-9235-a656-84afde8b0bae"" ""currencyservice:7000"" ""172.20.10.164:7000"" inbound|7000|| 127.0.0.6:37087 172.20.10.164:7000 172.20.10.138:54852 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
4l42pH8B2wYFm91x_qJ5,1647727538,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 128 5 5 ""-"" ""grpc-go/1.31.0"" ""9f823336-2217-9ee2-acee-761475ac4f3a"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.100.151:33732 10.68.60.8:3550 172.20.100.151:59906 - default"
KY_XpX8B2wYFm91xXO02,1647754827,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 158 5 5 ""-"" ""grpc-go/1.31.0"" ""ff24c859-78e4-900f-b71c-da5d59b292cf"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.10.183:41414 10.68.60.8:3550 172.20.10.183:44886 - default"
4rqDpn8B2wYFm91x46wO,1647766133,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 169 3 3 ""-"" ""grpc-go/1.31.0"" ""c61fb78b-ccad-981a-a5e2-09140a3efc03"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.10.183:41414 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
-dD9pn8B2wYFm91x3AOx,1647774121,frontend-1,log_frontend-envoy_gateway,"""GET /cart HTTP/1.1"" 200 - via_upstream - ""-"" 0 16384 55 54 ""-"" ""k6/0.26.2 (https://k6.io/)"" ""9616fa47-ef5e-931a-ba53-792f97ce8f4a"" ""frontend.ts:80"" ""172.20.10.183:8080"" inbound|8080|| 127.0.0.6:48293 172.20.10.183:8080 172.20.10.190:56448 - default"
zcKjpn8B2wYFm91xxUAS,1647768222,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 128 4 4 ""-"" ""grpc-go/1.31.0"" ""76b8fd67-1003-9b28-9617-70c20edf21da"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.100.151:33732 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
3qI2pn8B2wYFm91x8bVT,1647761090,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 1 ""-"" ""grpc-go/1.31.0"" ""3398770b-ca59-908a-a710-eb1f74056335"" ""currencyservice:7000"" ""172.20.10.148:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.10.183:55376 10.68.122.6:7000 172.20.10.183:53860 - default"
jXhZpX8B2wYFm91xoxVP,1647746580,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 162 5 5 ""-"" ""grpc-go/1.31.0"" ""8cc25068-b63e-9d80-b4f1-d332dab3dc3b"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.10.183:41414 10.68.60.8:3550 172.20.10.183:44886 - default"
7eUEqH8B2wYFm91xpjPh,1647791347,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 147 4 4 ""-"" ""grpc-go/1.31.0"" ""72261fa3-b440-9213-b75b-fde55b722311"" ""productcatalogservice:3550"" ""172.20.10.147:3550"" inbound|3550|| 127.0.0.6:44077 172.20.10.147:3550 172.20.100.151:33628 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
OqI3pn8B2wYFm91xmNeF,1647761128,currencyservice-2,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 19 19 0 0 ""-"" ""grpc-go/1.31.0"" ""743450fe-00e3-95f0-a8c1-160843a19bad"" ""currencyservice:7000"" ""172.20.10.154:7000"" inbound|7000|| 127.0.0.6:58179 172.20.10.154:7000 172.20.100.151:37372 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
KVrXo38B2wYFm91xngCE,1647721289,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 1 0 ""-"" ""grpc-go/1.31.0"" ""777ccf78-186d-922b-be87-70fe0ac02c9a"" ""currencyservice:7000"" ""172.20.10.148:7000"" inbound|7000|| 127.0.0.6:60169 172.20.10.148:7000 172.20.10.141:52186 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
CryMpn8B2wYFm91x351f,1647766714,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 158 4 3 ""-"" ""grpc-go/1.31.0"" ""62a8ab3b-35a8-9c79-b8d8-7348e3ecd208"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.10.138:41906 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
X3pgpX8B2wYFm91xQzy8,1647747019,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 26 19 0 0 ""-"" ""grpc-go/1.31.0"" ""71c698a8-6a81-9e45-b79e-9bbfff89f615"" ""currencyservice:7000"" ""172.20.10.148:7000"" inbound|7000|| 127.0.0.6:60169 172.20.10.148:7000 172.20.10.138:37916 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
wZf_pX8B2wYFm91xRcYw,1647757437,adservice-1,log_adservice-envoy_gateway,"""POST /hipstershop.AdService/GetAds HTTP/2"" 200 - via_upstream - ""-"" 16 159 2 2 ""-"" ""grpc-go/1.31.0"" ""6caa87f0-fb75-9604-a43b-f4cfc8bffa3e"" ""adservice:9555"" ""172.20.10.162:9555"" inbound|9555|| 127.0.0.6:54670 172.20.10.162:9555 172.20.100.151:50716 outbound_.9555_._.adservice.ts.svc.cluster.local default"
vp8mpn8B2wYFm91xOWqh,1647759991,frontend-2,log_frontend-envoy_gateway,"""POST /api/traces HTTP/1.1"" 202 - via_upstream - ""-"" 9414 0 0 0 ""-"" ""Go-http-client/1.1"" ""01509aa1-ae0f-9fc1-a902-07a8c4d153ed"" ""jaeger-collector:14268"" ""172.20.100.182:14268"" outbound|14268||jaeger-collector.ts.svc.cluster.local 172.20.100.151:36464 10.68.141.49:14268 172.20.100.151:60286 - default"
WJgBpn8B2wYFm91xTS6W,1647757576,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 147 3 3 ""-"" ""grpc-go/1.31.0"" ""27ee2294-ee4d-9f96-8551-77ce25c1f0e1"" ""productcatalogservice:3550"" ""172.20.10.147:3550"" inbound|3550|| 127.0.0.6:44077 172.20.10.147:3550 172.20.100.151:33628 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
yoegpX8B2wYFm91xAYyG,1647751197,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 790 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.10.147:39702 10.68.231.153:4000 172.20.10.147:33520 - -"
bmbSpH8B2wYFm91x8mV5,1647737760,frontend-1,log_frontend-envoy_gateway,"""POST /api/traces HTTP/1.1"" 202 - via_upstream - ""-"" 3955 0 0 0 ""-"" ""Go-http-client/1.1"" ""46a16e0a-9f91-9f48-85f2-cf7bf13e95dc"" ""jaeger-collector:14268"" ""172.20.100.182:14268"" outbound|14268||jaeger-collector.ts.svc.cluster.local 172.20.10.183:45644 10.68.141.49:14268 172.20.10.183:33230 - default"
4srUpn8B2wYFm91x6ip-,1647771444,checkoutservice-0,log_checkoutservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 157 5 4 ""-"" ""grpc-go/1.31.0"" ""20a35904-2e91-956d-8e48-830c8a622441"" ""productcatalogservice:3550"" ""172.20.10.147:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.10.130:43258 10.68.60.8:3550 172.20.10.130:44838 - default"
9JPrpX8B2wYFm91xI9Gr,1647756120,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 128 4 4 ""-"" ""grpc-go/1.31.0"" ""0864f7c4-c50c-9d0f-bb3c-370de4d1c26f"" ""productcatalogservice:3550"" ""172.20.10.147:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.10.183:50896 10.68.60.8:3550 172.20.10.183:44886 - default"
koacpX8B2wYFm91xKeCX,1647750948,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 790 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.10.189:45560 10.68.231.153:4000 172.20.10.189:48116 - -"
vqU_pn8B2wYFm91xy1yk,1647761667,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 768 2 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.10.147:42724 10.68.231.153:4000 172.20.10.147:36542 - -"
vuLJp38B2wYFm91x7pJO,1647787500,cartservice-1,log_cartservice-envoy_gateway,"""POST /hipstershop.CartService/AddItem HTTP/2"" 200 - via_upstream - ""-"" 59 5 1 1 ""-"" ""grpc-go/1.31.0"" ""40a71542-b3d2-9852-be09-574406d87ed7"" ""cartservice:7070"" ""172.20.10.135:7070"" inbound|7070|| 127.0.0.6:34594 172.20.10.135:7070 172.20.100.151:38052 outbound_.7070_._.cartservice.ts.svc.cluster.local default"
rXA2pX8B2wYFm91xDHIs,1647744249,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 162 5 5 ""-"" ""grpc-go/1.31.0"" ""0f35c45b-f14b-9522-9ebb-e62f536a1955"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.10.183:41414 10.68.60.8:3550 172.20.10.183:44886 - default"
xXlepX8B2wYFm91xJIo7,1647746875,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/2"" 200 - via_upstream - ""-"" 55 65 4 3 ""-"" ""grpc-go/1.31.0"" ""7f8d6f35-a50d-9398-adfc-089c0b2230fb"" ""recommendationservice:8080"" ""172.20.10.152:8080"" outbound|8080||recommendationservice.ts.svc.cluster.local 172.20.10.138:57942 10.68.145.147:8080 172.20.10.138:54502 - default"
Kp8npn8B2wYFm91xxLld,1647760097,adservice-1,log_adservice-envoy_gateway,"""POST /hipstershop.AdService/GetAds HTTP/2"" 200 - via_upstream - ""-"" 16 159 2 2 ""-"" ""grpc-go/1.31.0"" ""4e515330-0466-9736-9898-304cc663524f"" ""adservice:9555"" ""172.20.10.162:9555"" inbound|9555|| 127.0.0.6:54670 172.20.10.162:9555 172.20.100.151:50716 outbound_.9555_._.adservice.ts.svc.cluster.local default"
x3JApX8B2wYFm91xBpG3,1647744906,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 779 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.10.147:50678 10.68.231.153:4000 172.20.10.147:44496 - -"
8bRppn8B2wYFm91xX3YC,1647764396,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 147 4 4 ""-"" ""grpc-go/1.31.0"" ""65cf79bc-f154-956c-b898-01a855e13fee"" ""productcatalogservice:3550"" ""172.20.10.189:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.10.138:47238 10.68.60.8:3550 172.20.10.138:43290 - default"
-8rZpn8B2wYFm91xhvDG,1647771745,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 142 4 4 ""-"" ""grpc-go/1.31.0"" ""239130de-6203-918f-b14e-5de4334ec1e8"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.10.183:41414 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
UuLVp38B2wYFm91xxdnI,1647788276,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 157 6 5 ""-"" ""grpc-go/1.31.0"" ""049ca411-8a7e-9180-acb5-d979d2a1fc2d"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.100.151:33732 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
aWwcpX8B2wYFm91xKJVl,1647742557,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 169 4 4 ""-"" ""grpc-go/1.31.0"" ""f220029b-9990-9d7b-9cae-2720a423bf45"" ""productcatalogservice:3550"" ""172.20.10.189:3550"" inbound|3550|| 127.0.0.6:58331 172.20.10.189:3550 172.20.100.151:38474 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
-JkFpn8B2wYFm91xlQYv,1647757850,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 0 0 ""-"" ""grpc-go/1.31.0"" ""8b7cfbf8-bcdd-9711-9721-80c91811a1f2"" ""currencyservice:7000"" ""172.20.10.148:7000"" inbound|7000|| 127.0.0.6:52749 172.20.10.148:7000 172.20.100.151:49312 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
vmsVpX8B2wYFm91xKr-t,1647742101,recommendationservice-1,log_recommendationservice-envoy_gateway,"""POST /hipstershop.RecommendationService/ListRecommendations HTTP/2"" 200 - via_upstream - ""-"" 55 65 3 3 ""-"" ""grpc-go/1.31.0"" ""7648b1d3-6c1a-9025-a369-3ca768edfa45"" ""recommendationservice:8080"" ""172.20.10.177:8080"" inbound|8080|| 127.0.0.6:49844 172.20.10.177:8080 172.20.100.151:42054 outbound_.8080_._.recommendationservice.ts.svc.cluster.local default"
TJgEpn8B2wYFm91xW8jK,1647757773,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 158 4 4 ""-"" ""grpc-go/1.31.0"" ""602c34ec-0507-98c6-a72c-ab837591adb0"" ""productcatalogservice:3550"" ""172.20.100.187:3550"" inbound|3550|| 127.0.0.6:34678 172.20.100.187:3550 172.20.10.183:41414 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
