log_id,timestamp,cmdb_id,log_name,value
idoopn8BmS57GQLkZxYy,1647760136,adservice-0,log_adservice-service_application,ava.lang.NullPointerException
5RHJpn8BmS57GQLkZKiH,1647770689,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
SrCWpX8BmS57GQLkZiCa,1647750570,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
bhbTpn8BmS57GQLk7QYD,1647771379,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
_amApX8BmS57GQLkZpHa,1647749124,shippingservice-2,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
eld0p38BmS57GQLkzwPS,1647781923,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
g1ABo38BmS57GQLkSUCF,1647707243,adservice-0,log_adservice-service_application,
iGTDp38BmS57GQLki2AA,1647787083,emailservice-1,log_emailservice-service_application,"severity: INFO, message: A request to send order confirmation email to someone@example.com has been received."
P1hGo38BmS57GQLkWGJn,1647711769,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
-VFep38BmS57GQLk6ydX,1647780488,cartservice-2,log_cartservice-service_application,     Request finished in 0.5883ms 200 application/grpc
ukY7p38BmS57GQLkVzFK,1647778155,adservice-0,log_adservice-service_application,at hipstershop.AdService.access$500(AdService.java:64)
bCHspn8BmS57GQLk8pdA,1647773018,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
oRTPpn8BmS57GQLkRXgP,1647771075,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
Gql_pX8BmS57GQLkWkJu,1647749059,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
cGrzp38BmS57GQLk1rYq,1647790245,adservice-0,log_adservice-service_application,at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
XJ1XpX8BmS57GQLkwflP,1647746464,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
Z9UXpn8BmS57GQLkuDkx,1647759044,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
S0Erp38BmS57GQLktRvW,1647777131,adservice-0,log_adservice-service_application,at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
JCn6pn8BmS57GQLk9FZS,1647773936,cartservice-0,log_cartservice-service_application,     Request finished in 0.6121ms 200 application/grpc
Hk3ton8BmS57GQLkDn8t,1647705916,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
qSr8pn8BmS57GQLkbCmU,1647774033,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/AddItem application/grpc 
T7arpX8BmS57GQLk8JZm,1647751981,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=c680bb44-ca46-4faa-b058-f94c83b7c2e5
KFIUo38BmS57GQLka9Tq,1647708496,adservice-0,log_adservice-service_application,
XFh7p38BmS57GQLkM4tc,1647782340,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
dDAHp38BmS57GQLktG_3,1647774773,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
z1Fep38BmS57GQLk4yOi,1647780485,adservice-0,log_adservice-service_application,at hipstershop.AdService.access$500(AdService.java:64)
SpAqpX8BmS57GQLkOt5F,1647743480,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
XqRvpX8BmS57GQLkN4YE,1647748001,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
KfSApn8BmS57GQLkafWP,1647765905,recommendationservice-1,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['6E92ZMYYFZ', 'L9ECAV7KIM', '9SIQT8TOJO', '66VCHSJNUP', '1YMWWN1N4O']"
9lFep38BmS57GQLk1B8-,1647780483,adservice-0,log_adservice-service_application,at io.grpc.PartialForwardingServerCallListener.onHalfClose(PartialForwardingServerCallListener.java:35)
MktKp38BmS57GQLkXQeC,1647779139,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
_ltlo38BmS57GQLkbbTi,1647713806,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
Fgu5pn8BmS57GQLkn4ui,1647769656,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
_qBgpX8BmS57GQLkFjik,1647747009,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
hWCHo38BmS57GQLkYQ73,1647716030,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
VVmAp38BmS57GQLk_dTS,1647782720,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=08e1ea01-8ea2-43cc-b6d8-eb88a90447f9
Fnl2pH8BmS57GQLkkzLi,1647731706,frontend-0,log_frontend-service_application,"severity: info, message: home"
oOxlpn8BmS57GQLkiJmy,1647764145,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
M7GapX8BmS57GQLkx3Io,1647750856,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
MAq1pn8BmS57GQLktD6I,1647769398,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
mm0OpH8BmS57GQLkqeOr,1647724896,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
1Ay8pn8BmS57GQLknoy5,1647769851,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
zGO5p38BmS57GQLkn1ns,1647786431,adservice-0,log_adservice-service_application,at io.grpc.PartialForwardingServerCallListener.onHalfClose(PartialForwardingServerCallListener.java:35)
EfiMpn8BmS57GQLkx6m1,1647766714,emailservice-1,log_emailservice-service_application,"severity: INFO, message: A request to send order confirmation email to someone@example.com has been received."
2Twep38BmS57GQLkQ4Ia,1647776250,frontend-2,log_frontend-service_application,"severity: debug, message: view user cart"
xfR_pn8BmS57GQLknrdA,1647765854,frontend-2,log_frontend-service_application,"severity: debug, message: view user cart"
jppLpX8BmS57GQLkuqZ2,1647745675,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
B73EpX8BmS57GQLkcpOx,1647753587,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
nzkYp38BmS57GQLkyMli,1647775892,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
s-lbpn8BmS57GQLkfQPQ,1647763484,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/AddItem'
7udXpn8BmS57GQLk6_Oj,1647763253,adservice-0,log_adservice-service_application,at java.lang.Thread.run(Thread.java:748)
UPyUpn8BmS57GQLk8ktq,1647767251,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
o7u9pX8BmS57GQLk1qQz,1647753154,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
55U4pX8BmS57GQLkhm3b,1647744416,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
BJpMpX8BmS57GQLkN8gb,1647745707,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
zGz9p38BmS57GQLkIShr,1647790856,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
kkpJp38BmS57GQLkdsAx,1647779081,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerCallImpl$ServerStreamListenerImpl.halfClosed(ServerCallImpl.java:331)
0PBwpn8BmS57GQLkUClK,1647764851,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
Jtgipn8BmS57GQLkR0vf,1647759736,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ffeJpn8BmS57GQLkwbr7,1647766517,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
wDkYp38BmS57GQLk69xX,1647775899,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
dExQp38BmS57GQLkJ8tZ,1647779521,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=60127ab5-d08a-4a4f-aace-659c70b725b7
5vJ3pn8BmS57GQLkfESj,1647765322,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
g_iMpn8BmS57GQLklZoL,1647766703,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
yp5ZpX8BmS57GQLkuYOV,1647746592,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
aiHspn8BmS57GQLkiFod,1647772989,frontend-0,log_frontend-service_application,"severity: warning, message: failed to retrieve ads"
Lwaqpn8BmS57GQLkZiCZ,1647768657,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
mdgkpn8BmS57GQLkvf9f,1647759897,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
cLWnpX8BmS57GQLkLC-L,1647751668,adservice-0,log_adservice-service_application,at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
XVd2p38BmS57GQLknHPW,1647782040,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
evR9pn8BmS57GQLklxSZ,1647765721,cartservice-0,log_cartservice-service_application,     Request finished in 1.9453ms 200 application/grpc
R6JopX8BmS57GQLkhJyr,1647747563,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
OZ1WpX8BmS57GQLkXZPt,1647746373,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
Kwq2pn8BmS57GQLk-ao-,1647769482,adservice-0,log_adservice-service_application,at io.grpc.Contexts$ContextualizedServerCallListener.onHalfClose(Contexts.java:86)
Q7evpX8BmS57GQLkWo95,1647752206,adservice-0,log_adservice-service_application,at java.lang.Thread.run(Thread.java:748)
d4kOpX8BmS57GQLk3-xn,1647741687,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
joTfpH8BmS57GQLkEjCY,1647738551,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=6bc2efef-75cf-424b-9a97-b71933bc627e
T4cDpX8BmS57GQLkrcC4,1647740953,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
hP6apn8BmS57GQLkKu3L,1647767593,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
ULu7pX8BmS57GQLk2xZW,1647753024,checkoutservice-2,log_checkoutservice-service_application,"severity: info, message: [PlaceOrder] user_id=""bad3d42f-cfe8-40f8-8c1e-39ed7a67d8be"" user_currency=""CAD"""
_RbUpn8BmS57GQLkajJr,1647771411,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
ve5qpn8BmS57GQLk8IVs,1647764499,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
7WK2p38BmS57GQLkEfkM,1647786199,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
9ah9pX8BmS57GQLkeaxA,1647748936,adservice-0,log_adservice-service_application,at io.grpc.stub.ServerCalls$UnaryServerCallHandler$UnaryServerCallListener.onHalfClose(ServerCalls.java:172)
hrm2pX8BmS57GQLknpqQ,1647752680,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
sK6PpX8BmS57GQLkkxKG,1647750121,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
w0Myp38BmS57GQLklFX3,1647777582,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=cb4fce97-b2ca-4b8f-8ec7-16602ba125ee
Xwu4pn8BmS57GQLkVBqj,1647769569,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
hZpLpX8BmS57GQLkbJEg,1647745657,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
fUdAp38BmS57GQLk0fQy,1647778515,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
3NAHpn8BmS57GQLkR5f5,1647757967,adservice-0,log_adservice-service_application,
K20CqH8BmS57GQLksQDG,1647791218,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
z6yKpX8BmS57GQLk-7Jw,1647749821,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
f4XppH8BmS57GQLkW0Nq,1647739228,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
TFRqp38BmS57GQLkT1Jf,1647781236,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
jxrepn8BmS57GQLkRiAX,1647772056,frontend-2,log_frontend-service_application,"severity: debug, message: adding to cart"
Ts38pX8BmS57GQLkt4ej,1647757275,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
lTQPp38BmS57GQLkA36V,1647775252,cartservice-2,log_cartservice-service_application,     Request finished in 0.6299ms 200 application/grpc
QGCmp38BmS57GQLkD_xB,1647785149,cartservice-0,log_cartservice-service_application,     Request finished in 0.5906ms 200 application/grpc
ZuFCpn8BmS57GQLkYYT_,1647761840,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
gDUQp38BmS57GQLkDhSC,1647775319,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=0be597e5-ddc0-418f-a5e6-c6e8d8193d63
UJU3pX8BmS57GQLkrzXc,1647744362,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
gzcUp38BmS57GQLk87yI,1647775640,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
kU1Tp38BmS57GQLkiM27,1647779741,adservice-0,log_adservice-service_application,at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
xb3DpX8BmS57GQLkGy54,1647753500,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
JmbKo38BmS57GQLk56jK,1647720454,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
nP2Xpn8BmS57GQLkMHHl,1647767399,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
YV-Go38BmS57GQLkIeSl,1647715948,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
vRvgpn8BmS57GQLkwzh8,1647772220,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
GFhMo38BmS57GQLkl-SC,1647712177,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
g44hpX8BmS57GQLkiwZy,1647742912,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
QYgGpX8BmS57GQLkJDAT,1647741113,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
7IoPpX8BmS57GQLklxFj,1647741735,adservice-0,log_adservice-service_application,at io.grpc.Contexts$ContextualizedServerCallListener.onHalfClose(Contexts.java:86)
RJAopX8BmS57GQLk4Vyx,1647743388,checkoutservice-0,log_checkoutservice-service_application,"severity: info, message: order confirmation email sent to ""someone@example.com"""
Qb7IpX8BmS57GQLkKKUw,1647753829,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
OIwZpX8BmS57GQLkxT9N,1647742401,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
TVQjo38BmS57GQLkLdnw,1647709462,adservice-0,log_adservice-service_application,at io.grpc.ForwardingServerCallListener.onHalfClose(ForwardingServerCallListener.java:23)
Z0xNp38BmS57GQLk_yMF,1647779380,cartservice-2,log_cartservice-service_application,     Request finished in 0.589ms 200 application/grpc
G-5spn8BmS57GQLkA9n-,1647764569,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
vd86pn8BmS57GQLkICUP,1647761300,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
e7CWpX8BmS57GQLkeSby,1647750575,adservice-0,log_adservice-service_application,at java.lang.Thread.run(Thread.java:748)
PWfTo38BmS57GQLkoWzt,1647721026,recommendationservice-1,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['0PUK6V6EV0', '9SIQT8TOJO', 'OLJCESPC7Z', 'L9ECAV7KIM', '66VCHSJNUP']"
csLVpX8BmS57GQLkbHp2,1647754701,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
cGO_p38BmS57GQLkAOcn,1647786784,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
UVd2p38BmS57GQLkFlPo,1647782005,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=608bed04-f79f-4a94-8432-35ce5e25e3f7
i4kNpX8BmS57GQLkdJ8c,1647741595,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
epxQpX8BmS57GQLk9xgD,1647746019,adservice-0,log_adservice-service_application,at hipstershop.AdService.getAdsByCategory(AdService.java:186)
SfaFpn8BmS57GQLka3yW,1647766235,adservice-0,log_adservice-service_application,"ar 20, 2022 8:50:35 AM io.grpc.internal.SerializingExecutor run"
mE3pon8BmS57GQLk0g8t,1647705704,cartservice-0,log_cartservice-service_application,     Request finished in 0.7148ms 200 application/grpc
EoLQpH8BmS57GQLk3YlL,1647737621,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
a5dCpX8BmS57GQLkKPon,1647745048,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
N-NJpn8BmS57GQLklqIU,1647762312,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
eJIupX8BmS57GQLklYQQ,1647743765,adservice-0,log_adservice-service_application,at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
is37pX8BmS57GQLkLBSv,1647757173,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
4F-Zp38BmS57GQLk-WPy,1647784358,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
cqqCpX8BmS57GQLknT-2,1647749274,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
0Otipn8BmS57GQLkaCAA,1647763938,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/AddItem'
WcXfpX8BmS57GQLkXVVK,1647755351,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
xad5pX8BmS57GQLk8qKw,1647748704,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
6toppn8BmS57GQLkD0Ic,1647760181,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
9iLvpn8BmS57GQLkMctB,1647773167,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
RFVup38BmS57GQLkXV3D,1647781500,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
4dgkpn8BmS57GQLktf1t,1647759895,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
enl3pH8BmS57GQLk_U4T,1647731798,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
0eZSpn8BmS57GQLkVUUz,1647762885,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=b3cbcbe9-cc2c-45b5-9740-166979a82493
c4gHpX8BmS57GQLkEF0u,1647741175,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
oCwAp38BmS57GQLkxpjj,1647774318,adservice-0,log_adservice-service_application,at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
nOZSpn8BmS57GQLks2Qm,1647762910,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
_4LOpH8BmS57GQLkxkoM,1647737487,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
FlJjp38BmS57GQLkbGho,1647780783,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
afBwpn8BmS57GQLkKB3j,1647764840,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
1TIKp38BmS57GQLk5znt,1647774981,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['6E92ZMYYFZ', 'LS4PSXUNUM', '2ZYFJ3GM2N', '1YMWWN1N4O', '66VCHSJNUP']"
GYXqpH8BmS57GQLkKlN6,1647739282,adservice-0,log_adservice-service_application,at io.grpc.Contexts$ContextualizedServerCallListener.onHalfClose(Contexts.java:86)
Vmjkp38BmS57GQLk_GCk,1647789273,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
eX-3pH8BmS57GQLk6c2N,1647735988,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
-ZxRpX8BmS57GQLkczjP,1647746051,adservice-0,log_adservice-service_application,at io.grpc.PartialForwardingServerCallListener.onHalfClose(PartialForwardingServerCallListener.java:35)
rsXepX8BmS57GQLkZQ9S,1647755287,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
QFQeo38BmS57GQLkWTXu,1647709147,frontend-2,log_frontend-service_application,"severity: debug, message: placing order"
0sv0pX8BmS57GQLkiyKN,1647756740,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/AddItem'
rZU4pX8BmS57GQLkim7Y,1647744418,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
BYb0pH8BmS57GQLkwpUg,1647739975,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['1YMWWN1N4O', '2ZYFJ3GM2N', 'OLJCESPC7Z', 'LS4PSXUNUM', 'L9ECAV7KIM']"
AIkMpX8BmS57GQLkD1Wd,1647741503,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
HsfmpX8BmS57GQLkoWpt,1647755826,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['OLJCESPC7Z', '9SIQT8TOJO', 'LS4PSXUNUM', '0PUK6V6EV0', '66VCHSJNUP']"
RkxOp38BmS57GQLkn1I_,1647779421,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
ak_4on8BmS57GQLkqBcw,1647706676,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=e4e7792d-fdb2-4f8f-9e3f-4194290b7fcf
Z7q4pX8BmS57GQLkTxb4,1647752791,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
4ir9pn8BmS57GQLkfsZw,1647774104,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
py4Dp38BmS57GQLkvD3K,1647774512,frontend-0,log_frontend-service_application,"severity: warning, message: failed to retrieve ads"
tlNlp38BmS57GQLkwQzI,1647780936,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
