log_id,timestamp,cmdb_id,log_name,value
sxjbpn8BmS57GQLkIpCR,1647771850,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 748 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.188.237:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.8.93:57814 10.68.243.67:4000 172.20.8.93:46416 - -"
Ck9ap38BmS57GQLkDrpa,1647780169,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 768 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.188.237:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.8.68:37166 10.68.243.67:4000 172.20.8.68:54402 - -"
BquHpX8BmS57GQLkAonz,1647749561,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 783 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.188.237:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.8.93:35734 10.68.243.67:4000 172.20.8.93:52568 - -"
0nqHpH8BmS57GQLkdtxF,1647732812,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 142 4 4 ""-"" ""grpc-go/1.31.0"" ""8ffcedb0-e8bc-9eb4-8564-002417f3ff9c"" ""productcatalogservice:3550"" ""172.20.8.93:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.8.123:53812 10.68.16.165:3550 172.20.8.123:36352 - default"
ELSmpX8BmS57GQLkafQ3,1647751617,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 162 5 4 ""-"" ""grpc-go/1.31.0"" ""e7385f41-ec60-9074-9109-f217d8385242"" ""productcatalogservice:3550"" ""172.20.8.93:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.8.105:54196 10.68.16.165:3550 172.20.8.105:51748 - default"
cOlcpn8BmS57GQLkaE-l,1647763541,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /api/traces HTTP/1.1"" 202 - via_upstream - ""-"" 9392 0 0 0 ""-"" ""Go-http-client/1.1"" ""2f76dfbb-3984-9cf9-87ff-fc114e012be0"" ""jaeger-collector:14268"" ""172.20.88.16:14268"" outbound|14268||jaeger-collector.ts.svc.cluster.local 172.20.8.93:53878 10.68.243.50:14268 172.20.8.93:42190 - default"
9lMbo38BmS57GQLk2t-c,1647708982,currencyservice-2,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 26 19 0 0 ""-"" ""grpc-go/1.31.0"" ""3dd8e42c-d2aa-99c3-a1c2-4b49264f422f"" ""currencyservice:7000"" ""172.20.8.98:7000"" inbound|7000|| 127.0.0.6:51035 172.20.8.98:7000 172.20.8.105:57072 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
3t85pn8BmS57GQLk-Bro,1647761289,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 1 1 ""-"" ""grpc-go/1.31.0"" ""eefcfecd-b0ee-96c3-a036-c4ed0819a376"" ""currencyservice:7000"" ""172.20.8.115:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.8.123:48866 10.68.155.95:7000 172.20.8.123:54134 - default"
ssrxpX8BmS57GQLki0iE,1647756535,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 0 0 ""-"" ""grpc-go/1.31.0"" ""fc17183d-b310-9f83-b2aa-8b4c380f6a24"" ""currencyservice:7000"" ""172.20.8.92:7000"" inbound|7000|| 127.0.0.6:49929 172.20.8.92:7000 172.20.8.66:42280 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
XndopH8BmS57GQLkzJyr,1647730797,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.CurrencyService/GetSupportedCurrencies HTTP/2"" 200 - via_upstream - ""-"" 5 170 1 1 ""-"" ""grpc-go/1.31.0"" ""34cde2ee-4068-9660-8623-9ef688b75433"" ""currencyservice:7000"" ""172.20.8.92:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.8.105:58904 10.68.155.95:7000 172.20.8.105:35494 - default"
YEY6p38BmS57GQLk_RR3,1647778127,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 142 6 6 ""-"" ""grpc-go/1.31.0"" ""6ab67971-6880-9794-86ac-beb41f76d7bf"" ""productcatalogservice:3550"" ""172.20.8.107:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.8.105:44102 10.68.16.165:3550 172.20.8.105:51748 - default"
9Grxo38BmS57GQLkAuWs,1647722951,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 157 5 5 ""-"" ""grpc-go/1.31.0"" ""6d4fb2b3-7c51-90db-9a30-7e544686c892"" ""productcatalogservice:3550"" ""172.20.8.68:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.8.123:39610 10.68.16.165:3550 172.20.8.123:36352 - default"
6O1ppn8BmS57GQLkAPA1,1647764366,adservice-1,log_adservice-envoy_gateway,"""POST /hipstershop.AdService/GetAds HTTP/2"" 200 - via_upstream - ""-"" 16 159 2 2 ""-"" ""grpc-go/1.31.0"" ""dc3a7b8c-9120-91cc-91f7-eaf7e98e32b1"" ""adservice:9555"" ""172.20.8.99:9555"" inbound|9555|| 127.0.0.6:40805 172.20.8.99:9555 172.20.8.66:34226 outbound_.9555_._.adservice.ts.svc.cluster.local default"
JaZ1pX8BmS57GQLkoWIj,1647748422,currencyservice-0,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 0 0 ""-"" ""grpc-go/1.31.0"" ""8c158326-c048-9f63-b61b-d29d0338a5b6"" ""currencyservice:7000"" ""172.20.8.115:7000"" inbound|7000|| 127.0.0.6:46755 172.20.8.115:7000 172.20.8.105:53660 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
LFFfp38BmS57GQLko1y1,1647780535,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 171 6 5 ""-"" ""grpc-go/1.31.0"" ""6280effa-777e-9293-8e23-fea6433d2607"" ""productcatalogservice:3550"" ""172.20.8.93:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.8.66:40674 10.68.16.165:3550 172.20.8.66:60356 - default"
VOZRpn8BmS57GQLk4CUJ,1647762855,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 0 0 ""-"" ""grpc-go/1.31.0"" ""938eab5c-e365-9f22-b61e-93ec56069541"" ""currencyservice:7000"" ""172.20.8.92:7000"" inbound|7000|| 127.0.0.6:54528 172.20.8.92:7000 172.20.8.123:57668 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
